"V1","V2","V3"
"V00LKPFCRE",0,0.000665137539736242,0
"V00LKPGDPN",0,0.00226463417843475,0
"V00HLTHCAR",0,0.0108482704648297,0
"V00PASE4",0,-0.0144479201479018,0
"V00EDCV",0.0221212053993792,0,0
"V1","V2","V3"
"P01SVRKJSM",0,0.0162265872096984,0
"P01OAGRDR",0,0.0227325605903915,0
"V00SF5",0,-0.0149114794473154,0
"V00WPRKN1",0,0,0.257002478616174
"V00WPRKN2",0,0,0.0225314920960457
"V00WPLKN3",-0.00374781107732383,0,0
"V00DILKN8",0,0.0387082095393265,0
"V00DILKN17",-0.00841049705154156,0,0
"V00KOOSFX5",-0.024013267501411,0,0
"V00KQOL4",-0.0387062020465685,0,0
"V00HSPSS",0,-0.0283339552613126,0
"V00WOMKPR",0,0,0.863862941408314
"P01BL12SXR",0.0146134138131692,0,0
"V00CESD3",0,0.0153020441551664,0
"V00CESD11",-0.0427728112090721,0,0
"V00NSAIDS",-0.0484483642985387,0.0406201527250583,0
"V00RX30",-0.0397799920083315,0,0
"V00COMORB",-0.0223503015559365,0,0
"V00PSMKYR",0.0203726744539827,0,0
"V00FFQ33",0,0.0300000229548317,0
"V00FFQSZ61",-0.0426697858509415,0,0
"V00FFQ69",0,0.0199252554045192,0
"V00DTSFAT",0,0.0197323056485886,0
"V00CSTSGL",0,0.0320697939692867,0
"V00REXPN",-0.00664177618975386,0,0
"V00HR400WK",0.0052894039557434,0,0
"V00LKPFCRE",0,0.0138893827622242,0
"V00LKPGDPN",-0.0188901516810359,0,0
"V00HLTHCAR",0,0.00194853119562495,0
"V00PASE4",0,-0.0430210808691548,0
"V00PASE6",-0.0052612968312497,0,0
"V1","V2","V3"
"P01RXRKOA2",-0.00664871181115528,0,0
"V00SF4",0,0,-0.0740075773190162
"V00SF5",0,0,-0.069070971476764
"V00DIRKN3",0,0,0.0216191352013545
"V00DILKN17",0,0,0.0121469508601755
"V00WOMKPR",0.0648042372521245,-0.108926092467044,0
"V00CESD6",0,0,0.00989060931162434
"V00NSAIDS",0,0,0.0813303877549803
"V1","V2","V3"
"P01SVRKJSM",0,0.0366156542365176,0
"P01OAGRDR",0,0.0528834592515046,0
"V00SF8",0,6.42827050540041e-06,0
"V00WPRKN1",-0.0160243374148462,0,0.279559666373687
"V00WPRKN2",0,0,0.0439218798501743
"V00DILKN8",0,0.0945245406166412,0
"V00KQOL4",-0.0658118557247703,0,0
"V00WOMKPR",0,0,0.843959735887592
"V00KOOSYML",0,-0.00485104317920608,0
"P01BL12SXL",0.00590167246642532,0,0
"P01BL12SXR",0.0299095218945994,0,0
"V00CESD3",0,0.06064935351408,0
"V00CESD11",-0.0416610647320847,0.00152701903598009,0
"V00NSAIDS",-0.0657955835683928,0,0
"V00RX30",-0.0149179108296097,0,0
"V00PSMKYR",0.00736518812813835,0,0
"V00FFQSZ25",0,0.0070669526433744,0
"V00FFQSZ61",-0.0248378469989304,0,0
"V00FFQSZ62",0,0.0271892626870632,0
"V00FFQ69",0,0.0156792208692855,0
"V00DTSFAT",0,0.0368714504698431,0
"V00LKPFCRE",0,0.0331869119632949,0
"V00EDCV",0.00198164698227492,0,0
"V1","V2","V3"
"P01SVRKJSM",0,0.0560543344960748,0
"P01OAGRDR",0,0.0358189137041054,0
"V00WPRKN1",0,0,0.137257036057877
"V00DILKN8",0,0.0791912490341227,0
"V00DILKN10",-0.0158109891311529,0,0
"V00KQOL4",-0.0429191961928952,0,0
"V00WOMKPR",0,0,0.995708918378854
"P01BL12SXL",0.0155578844271845,0,0
"P01BL12SXR",0.0256403588265876,0,0
"V00CESD3",0,0.0325829438589819,0
"V00CESD11",-0.0585792514814209,0,0
"V00NSAIDS",-0.0422798873972648,0.00803255831496497,0
"V00RX30",-0.0591579129007761,0,0
"V00COMORB",-0.0632572854238437,0,0
"V00FFQSZ61",-0.0387749712483258,0,0
"V00PCTSWT",0,0.0074891933950342,0
"V00DTSFAT",0,0.0531412293167934,0
"V00LKPFCRE",-0.00815299577647475,0,0
"P01HEIGHT",0.0162779711072183,0,0
"V00LEXP2CV",-0.0197589467287644,0,0
"V00HLTHCAR",0,0.0169673635483392,0
"V00PASE4",0,-0.0702068271061404,0
"V00EDCV",0.00176902856104917,0,0
"V1","V2","V3"
"P01SVRKJSM",0,0.0281598640108396,0
"P01OAGRDR",0,0.00268222438929669,0
"V00SF4",0,-0.00109451415073278,0
"V00WPRKN1",0,0,0.215293932916931
"V00WPRKN2",0,0,0.0704463178269549
"V00DILKN7",0,0.0241460307899297,0
"V00DILKN8",0,0.074416305248368,0
"V00KQOL4",-0.0655186060772483,0,0
"V00HSPSS",0,-0.0112631542652503,0
"V00WOMKPR",0,0,0.878290557525215
"P01BL12SXR",0.00933222870897427,0,0
"V00CESD3",0,0.0018051747821992,0
"V00CESD11",-0.0642071853392675,0,0
"V00NSAIDS",-0.051539243450841,0.0235423642621338,0
"V00PNMEDT",0.014003219083292,0,0
"V00RX30",-0.00360737167659353,0,0
"V00COMORB",-0.00631459137821,0,0
"V00PSMKYR",0.0126296275955675,0,0
"V00FFQ31",0,0.00224594124133645,0
"V00FFQSZ61",-0.0657179743091077,0,0
"V00FFQ69",-0.0262407999525016,0,0
"V00PCTSWT",0,0.00522438821178171,0
"V00DTSFAT",0,0.046376052381096,0
"V00CSTSGL",0,0.0117326888835803,0
"V00NUMSTOP",-0.0372215711772627,0,0
"P01LH1CV",-0.00796699145712254,0,0
"V00PASE4",0,-0.0200044127943229,0
"V00PASE6",-0.00518435530978023,0,0
"V00EDCV",0.0346078242904829,0,0
"V1","V2","V3"
"P01OAGRDR",0,0.0480159559596947,0
"V00SF8",0,0.0430301613723884,0
"V00WPRKN1",0,0,0.23804446552467
"V00WPRKN2",0,0,0.058139414681325
"V00DILKN7",0,0.0102862226619926,0
"V00DILKN10",-0.00986105578096042,0,0
"V00KOOSFX5",0,0.00930315950736141,0
"V00KQOL4",-0.0784575333205984,0,0
"V00HSPSS",0,-0.0259710409620258,0
"V00WOMKPR",0,0,0.842377335471181
"P01BL12SXR",0.0111089747230283,0,0
"V00CESD3",0,0.0553056304448891,0
"V00CESD11",-0.0915576477077281,0,0
"V00NSAIDS",-0.072666215856446,0.0116855336522138,0
"V00RX30",-0.0102137416187821,0,0
"V00COMORB",-0.0316229372377978,0,0
"V00PSMKYR",0.0176993630837832,0,0
"V00FFQSZ61",-0.0469875662454638,0,0
"V00FFQ69",0,0.0178581301232945,0
"V00DTSFAT",0,0.000817666102239048,0
"V00REXPN",-0.0126271904696047,0,0
"V00STEPST1",0,0.0115478661548171,0
"V00LKPFCRE",-0.00166993159991321,0,0
"V00PASE4",0.0110810950032732,-0.00629888908454518,0
